rule_id	n	ents_out	ents_in	doors_out	doors_in	n_pairs	sigs	example_pair
86c68ed0240c	6	123456,132456,234516,245136,324516,345126,451236,451326,512346,513246	126453,162453,245163,264513,451263,451623,512643,516243,624513,645123			6	-	872.up-4a0904904bfd.txt~872.up-cc9c7233d798.txt
1bf7a658561d	6	123456,234516,345126,451236,512346	126354,263514,351264,512634,635124			5	-	872.up-573c06bf44f5.txt~872.up-66505c221fe7.txt
4aaf6dbd1d0c	6	126354,263514,351264,512634,635124	123456,234516,345126,451236,512346			5	-	872.up-573c06bf44f5.txt~872.up-66505c221fe7.txt
3a89b75685b3	6	124653,126453,134256,142356,143256,162453,235146,245163,246513,251346,251436,264513,325146,342516,351426,423516,425136,432516,451263,451623,465123,512463,512643,513426,514236,514326,516243,624513,645123,651243	123456,124356,132456,142653,146253,164253,234516,243516,245136,251463,251643,265143,324516,345126,351246,425163,426513,435126,451236,451326,462513,512346,512436,513246,514263,514623,516423,625143,642513,651423			4	-	872.up-83a676b98724.txt~872.up-a39bc1721b8e.txt
f8ff9890385e	6	124653,126453,142653,146253,162453,164253,245163,246513,251463,251643,264513,265143,425163,426513,451263,451623,462513,465123,512463,512643,514263,514623,516243,516423,624513,625143,642513,645123,651243,651423	123456,124356,132456,134256,142356,143256,234516,235146,243516,245136,251346,251436,324516,325146,342516,345126,351246,351426,423516,425136,432516,435126,451236,451326,512346,512436,513246,513426,514236,514326			4	-	872.up-8c9bb9bc6b51.txt~872.up-be059ce7bea3.txt
fb989547da25	6	123654,126354,136542,162354,163542,165342,235164,236514,263514,341652,351264,351624,354162,365124,365412,413652,416352,416532,512364,512634,516234,534162,541362,541632,623514,635124,635412,651234,653412,654132	123456,124356,126543,142356,162543,165243,234516,235146,241653,243516,254163,265413,345126,351246,351426,412653,416253,416523,423516,435126,451236,512346,512436,514236,524163,541263,541623,625413,652413,654123			3	-	872.up-98b0ee7d2d3d.txt~872.up-aee89c9fb91d.txt
242ba3af449f	6	123456,124356,126543,142356,162543,165243,234516,235146,241653,243516,254163,265413,345126,351246,351426,412653,416253,416523,423516,435126,451236,512346,512436,514236,524163,541263,541623,625413,652413,654123	123654,126354,136542,162354,163542,165342,235164,236514,263514,341652,351264,351624,354162,365124,365412,413652,416352,416532,512364,512634,516234,534162,541362,541632,623514,635124,635412,651234,653412,654132			3	-	872.up-98b0ee7d2d3d.txt~872.up-aee89c9fb91d.txt
69d098a06757	6	123654,126354,126543,162354,162543,165243,235164,236514,241653,254163,263514,265413,351264,351624,365124,412653,416253,416523,512364,512634,516234,524163,541263,541623,623514,625413,635124,651234,652413,654123	123456,124356,136542,142356,163542,165342,234516,235146,243516,341652,345126,351246,351426,354162,365412,413652,416352,416532,423516,435126,451236,512346,512436,514236,534162,541362,541632,635412,653412,654132			3	-	872.up-c2241a99cd3f.txt~872.up-e77afad583f8.txt
4e684bde0a71	6	123456,124356,136542,142356,163542,165342,234516,235146,243516,341652,345126,351246,351426,354162,365412,413652,416352,416532,423516,435126,451236,512346,512436,514236,534162,541362,541632,635412,653412,654132	123654,126354,126543,162354,162543,165243,235164,236514,241653,254163,263514,265413,351264,351624,365124,412653,416253,416523,512364,512634,516234,524163,541263,541623,623514,625413,635124,651234,652413,654123			3	-	872.up-c2241a99cd3f.txt~872.up-e77afad583f8.txt
7d4a27ad51fc	6	134652,136452,143526,145236,145326,163452,214356,214536,231456,314526,321456,345162,346512,352146,364512,435216,451362,451632,452316,453216,465132,513462,513642,516342,521436,523146,532146,634512,645132,651342	123456,132456,134256,145263,145623,146523,214563,214653,234516,245136,251346,261453,324516,342516,345126,425136,451236,451326,452613,456213,465213,512346,513246,513426,521463,526143,562143,614523,621453,652143			3	-	872.up-a0e49452d7d4.txt~872.up-f7dbe4f5669e.txt
892e6572e053	6	123456,132456,134256,145263,145623,146523,214563,214653,234516,245136,251346,261453,324516,342516,345126,425136,451236,451326,452613,456213,465213,512346,513246,513426,521463,526143,562143,614523,621453,652143	134652,136452,143526,145236,145326,163452,214356,214536,231456,314526,321456,345162,346512,352146,364512,435216,451362,451632,452316,453216,465132,513462,513642,516342,521436,523146,532146,634512,645132,651342			3	-	872.up-a0e49452d7d4.txt~872.up-f7dbe4f5669e.txt
fe352d21e631	6	123456,143652,163254,234516,251634,325164,345126,365142,436512,451236,512346,514362,516324,632514,651432	123654,143256,163452,236514,251436,325146,345162,365124,432516,451632,512364,514326,516342,634512,651234			2	-	872.up-7e66ae2534ca.txt~872.up-bd143ab49a53.txt
134265d4dd03	6	125346,253416,341256,412536,534126	123456,234516,345126,451236,512346			2	-	872.up-1539ccf39ea6.txt~872.up-c1d76702df24.txt
7637a33c7cc7	6	123456,162453,234516,245163,345126,451236,451623,512346,516243,624513	126453,163452,264513,345162,451263,451632,512643,516342,634512,645123			2	-	872.up-8b2e43325e1b.txt~872.up-eec4e23c4198.txt
d170c706b063	6	123456,124653,142356,164352,234516,235146,246513,345126,351426,351642,423516,435162,451236,465123,512346,512463,514236,516432,643512,651243	123654,126453,146352,162354,235164,236514,264513,351462,351624,365124,451263,463512,512364,512643,514632,516234,623514,635142,645123,651234			2	-	872.up-4a7da64e94d0.txt~872.up-f9c2060bed5f.txt
777bc2db3e2a	6	134526,163452,213456,246351,254631,263541,325461,345162,345216,352461,354261,426351,451632,452136,463251,463521,516342,521346,524631,542631,546321,632541,634512,635241,635421	123456,126354,154632,163254,163524,216354,234516,251634,263514,315462,325164,345126,351264,352164,451236,463152,512346,512634,516324,521634,546312,631542,632514,635124,635214			2	-	872.up-37650ef2e72d.txt~872.up-37edc413ef5b.txt
e8e45b0b65d9	6	123456,126354,154632,163254,163524,216354,234516,251634,263514,315462,325164,345126,351264,352164,451236,463152,512346,512634,516324,521634,546312,631542,632514,635124,635214	134526,163452,213456,246351,254631,263541,325461,345162,345216,352461,354261,426351,451632,452136,463251,463521,516342,521346,524631,542631,546321,632541,634512,635241,635421			2	-	872.up-37650ef2e72d.txt~872.up-37edc413ef5b.txt
3c6805916555	6	123456,126354,163254,163524,216354,234516,251634,263514,325164,345126,351264,352164,451236,512346,512634,516324,521634,632514,635124,635214	134526,146352,163452,163542,213456,345162,345216,351462,354162,416352,451632,452136,463512,514632,516342,521346,541632,634512,635142,635412			2	-	872.up-37edc413ef5b.txt~872.up-8626830d580f.txt
3a8553ef777a	6	134526,146352,163452,163542,213456,345162,345216,351462,354162,416352,451632,452136,463512,514632,516342,521346,541632,634512,635142,635412	123456,126354,163254,163524,216354,234516,251634,263514,325164,345126,351264,352164,451236,512346,512634,516324,521634,632514,635124,635214			2	-	872.up-37edc413ef5b.txt~872.up-8626830d580f.txt
2fdfcbc25991	6	123456,163425,216345,234516,342165,345126,421635,451236,512346,634215	153426,163452,215346,342156,345162,421536,451632,516342,534216,634512			2	-	872.up-5ad0ce76cfdb.txt~872.up-6d55523bd106.txt
9e632e18942c	6	145632,156342,163452,234651,236451,263541,314562,341562,345162,346521,354261,364521,415632,426351,451632,452361,456312,465231,516342,523461,523641,542631,563142,563412,631452,634152,634512,635421,645231,652341	123456,126345,142635,145236,152346,163425,216345,231456,234156,234516,263145,263415,314265,314526,341265,341526,342165,345126,412635,415236,421635,426315,451236,452316,512346,523146,523416,631425,634125,634215			1	-	872.up-0b56b066b2f5.txt~872.up-34d6ca0a4440.txt
66d1e68ce7af	6	123456,126345,142635,145236,152346,163425,216345,231456,234156,234516,263145,263415,314265,314526,341265,341526,342165,345126,412635,415236,421635,426315,451236,452316,512346,523146,523416,631425,634125,634215	145632,156342,163452,234651,236451,263541,314562,341562,345162,346521,354261,364521,415632,426351,451632,452361,456312,465231,516342,523461,523641,542631,563142,563412,631452,634152,634512,635421,645231,652341			1	-	872.up-0b56b066b2f5.txt~872.up-34d6ca0a4440.txt
