rule_id	n	ents_out	ents_in	doors_out	doors_in	n_pairs	sigs	example_pair
862a0b139699	7	1235764,1237564,1273564,1374652,1536724,1563724,1567234,1567324,1654372,1654732,1675432,1723564,1734652,1746352,1746532,1765432,2153674,2156374,2156734,2315674,2356174,2357614,2375614,2735614,3156724,3165472,3167542,3174652,3176542,3215674,3465172,3517462,3561274,3561724,3576124,3672154,3716542,3721564,3746512,3756124,4316752,4317652,4371652,4635172,4651372,4651732,4653172,4731652,5137462,5173462,5174632,5317462,5367214,5431672,5431762,5437162,5473162,5612374,5612734,5617234,5637214,5672314,5673214,5761234,6123574,6123754,6127354,6172354,6351742,6372154,6513742,6517342,6531742,6543172,6543712,6547312,6721534,6723154,6732154,6754312,7165432,7215364,7215634,7231564,7235614,7316542,7321564,7346512,7356124,7463512,7465132,7465312,7543162,7561234,7612354,7654312	1234567,1235467,1243567,1265437,1274653,1423567,1546723,1564723,1567243,1567423,1625437,1654237,1654327,1724653,1746253,1746523,2154673,2156473,2156743,2165437,2174653,2316547,2345617,2354617,2356147,2415673,2435617,2465173,2517463,2543167,2654317,2746513,3126547,3162547,3165427,3216547,3456127,3546127,3561247,3561427,4156723,4215673,4231657,4235617,4312657,4316257,4321657,4356127,4561237,4612357,4625173,4651273,4651723,4652173,4672153,4721563,5127463,5172463,5174623,5217463,5423167,5431267,5431627,5432167,5461237,5467213,5612347,5612437,5614237,5647213,5672413,5674213,6123457,6123547,6124357,6142357,6251743,6254317,6472153,6512743,6517243,6521743,6542317,6543127,6543217,6721543,6724153,6742153,7215463,7215643,7241563,7246513,7421563,7462513,7465123,7465213			2	2ccaf8efa20c,e95cd2ea9a1a	5906.up-6597315411ea.txt~5906.up-c63a66adbc60.txt
9dcb6b39580e	7	1234567,1235467,1243567,1265437,1274653,1423567,1546723,1564723,1567243,1567423,1625437,1654237,1654327,1724653,1746253,1746523,2154673,2156473,2156743,2165437,2174653,2316547,2345617,2354617,2356147,2415673,2435617,2465173,2517463,2543167,2654317,2746513,3126547,3162547,3165427,3216547,3456127,3546127,3561247,3561427,4156723,4215673,4231657,4235617,4312657,4316257,4321657,4356127,4561237,4612357,4625173,4651273,4651723,4652173,4672153,4721563,5127463,5172463,5174623,5217463,5423167,5431267,5431627,5432167,5461237,5467213,5612347,5612437,5614237,5647213,5672413,5674213,6123457,6123547,6124357,6142357,6251743,6254317,6472153,6512743,6517243,6521743,6542317,6543127,6543217,6721543,6724153,6742153,7215463,7215643,7241563,7246513,7421563,7462513,7465123,7465213	1235764,1237564,1273564,1374652,1536724,1563724,1567234,1567324,1654372,1654732,1675432,1723564,1734652,1746352,1746532,1765432,2153674,2156374,2156734,2315674,2356174,2357614,2375614,2735614,3156724,3165472,3167542,3174652,3176542,3215674,3465172,3517462,3561274,3561724,3576124,3672154,3716542,3721564,3746512,3756124,4316752,4317652,4371652,4635172,4651372,4651732,4653172,4731652,5137462,5173462,5174632,5317462,5367214,5431672,5431762,5437162,5473162,5612374,5612734,5617234,5637214,5672314,5673214,5761234,6123574,6123754,6127354,6172354,6351742,6372154,6513742,6517342,6531742,6543172,6543712,6547312,6721534,6723154,6732154,6754312,7165432,7215364,7215634,7231564,7235614,7316542,7321564,7346512,7356124,7463512,7465132,7465312,7543162,7561234,7612354,7654312			2	2ccaf8efa20c,e95cd2ea9a1a	5906.up-6597315411ea.txt~5906.up-c63a66adbc60.txt
afb4c322ff24	7	1234567,1235467,1243567,1374652,1423567,1546723,1564723,1567243,1567423,1654372,1654732,1675432,1734652,1746352,1746532,1765432,2154673,2156473,2156743,2345617,2354617,2356147,2415673,2435617,3165472,3167542,3174652,3176542,3456127,3465172,3517462,3546127,3561247,3561427,3716542,3746512,4156723,4215673,4235617,4316752,4317652,4356127,4371652,4561237,4612357,4635172,4651372,4651732,4653172,4672153,4721563,4731652,5137462,5173462,5174632,5317462,5431672,5431762,5437162,5461237,5467213,5473162,5612347,5612437,5614237,5647213,5672413,5674213,6123457,6123547,6124357,6142357,6351742,6472153,6513742,6517342,6531742,6543172,6543712,6547312,6721543,6724153,6742153,6754312,7165432,7215463,7215643,7241563,7316542,7346512,7421563,7463512,7465132,7465312,7543162,7654312	1235764,1237564,1265437,1273564,1274653,1536724,1563724,1567234,1567324,1625437,1654237,1654327,1723564,1724653,1746253,1746523,2153674,2156374,2156734,2165437,2174653,2315674,2316547,2356174,2357614,2375614,2465173,2517463,2543167,2654317,2735614,2746513,3126547,3156724,3162547,3165427,3215674,3216547,3561274,3561724,3576124,3672154,3721564,3756124,4231657,4312657,4316257,4321657,4625173,4651273,4651723,4652173,5127463,5172463,5174623,5217463,5367214,5423167,5431267,5431627,5432167,5612374,5612734,5617234,5637214,5672314,5673214,5761234,6123574,6123754,6127354,6172354,6251743,6254317,6372154,6512743,6517243,6521743,6542317,6543127,6543217,6721534,6723154,6732154,7215364,7215634,7231564,7235614,7246513,7321564,7356124,7462513,7465123,7465213,7561234,7612354			2	4e176f928187,5abbbceb1a7a	5906.up-c3afee7ed153.txt~5906.up-d1489855deef.txt
dc0416c80bc5	7	1235764,1237564,1265437,1273564,1274653,1536724,1563724,1567234,1567324,1625437,1654237,1654327,1723564,1724653,1746253,1746523,2153674,2156374,2156734,2165437,2174653,2315674,2316547,2356174,2357614,2375614,2465173,2517463,2543167,2654317,2735614,2746513,3126547,3156724,3162547,3165427,3215674,3216547,3561274,3561724,3576124,3672154,3721564,3756124,4231657,4312657,4316257,4321657,4625173,4651273,4651723,4652173,5127463,5172463,5174623,5217463,5367214,5423167,5431267,5431627,5432167,5612374,5612734,5617234,5637214,5672314,5673214,5761234,6123574,6123754,6127354,6172354,6251743,6254317,6372154,6512743,6517243,6521743,6542317,6543127,6543217,6721534,6723154,6732154,7215364,7215634,7231564,7235614,7246513,7321564,7356124,7462513,7465123,7465213,7561234,7612354	1234567,1235467,1243567,1374652,1423567,1546723,1564723,1567243,1567423,1654372,1654732,1675432,1734652,1746352,1746532,1765432,2154673,2156473,2156743,2345617,2354617,2356147,2415673,2435617,3165472,3167542,3174652,3176542,3456127,3465172,3517462,3546127,3561247,3561427,3716542,3746512,4156723,4215673,4235617,4316752,4317652,4356127,4371652,4561237,4612357,4635172,4651372,4651732,4653172,4672153,4721563,4731652,5137462,5173462,5174632,5317462,5431672,5431762,5437162,5461237,5467213,5473162,5612347,5612437,5614237,5647213,5672413,5674213,6123457,6123547,6124357,6142357,6351742,6472153,6513742,6517342,6531742,6543172,6543712,6547312,6721543,6724153,6742153,6754312,7165432,7215463,7215643,7241563,7316542,7346512,7421563,7463512,7465132,7465312,7543162,7654312			2	4e176f928187,5abbbceb1a7a	5906.up-c3afee7ed153.txt~5906.up-d1489855deef.txt
4ecba60aa35e	7	1234765,1237465,1273465,1273645,1723465,1723645,1736245,1736425,2173645,2346175,2347615,2364175,2374615,2417365,2734615,2736415,3461275,3461725,3476125,3624175,3641275,3641725,3642175,3746125,4127365,4172365,4173625,4217365,4612375,4612735,4617235,4761235,6123475,6123745,6127345,6172345,6241735,6412735,6417235,6421735,7234615,7236415,7346125,7362415,7364125,7364215,7461235,7612345	1234567,1235467,1253467,1523467,1573642,1736452,1736542,1753642,2345617,2346157,2354617,2534617,3456127,3461257,3461527,3546127,3641572,3641752,3645172,3654172,4157362,4173652,4175362,4517362,4561237,4612357,4612537,4615237,5173642,5234617,5346127,5364172,5417362,5461237,5612347,5736412,6123457,6123547,6125347,6152347,6415732,6417532,6451732,6541732,7364152,7364512,7365412,7536412			2	294852482af9	5906.up-56126e7237c3.txt~5906.up-bd458e7fc19e.txt
9729dc5f53f8	7	1234567,1235467,1253467,1523467,1573642,1736452,1736542,1753642,2345617,2346157,2354617,2534617,3456127,3461257,3461527,3546127,3641572,3641752,3645172,3654172,4157362,4173652,4175362,4517362,4561237,4612357,4612537,4615237,5173642,5234617,5346127,5364172,5417362,5461237,5612347,5736412,6123457,6123547,6125347,6152347,6415732,6417532,6451732,6541732,7364152,7364512,7365412,7536412	1234765,1237465,1273465,1273645,1723465,1723645,1736245,1736425,2173645,2346175,2347615,2364175,2374615,2417365,2734615,2736415,3461275,3461725,3476125,3624175,3641275,3641725,3642175,3746125,4127365,4172365,4173625,4217365,4612375,4612735,4617235,4761235,6123475,6123745,6127345,6172345,6241735,6412735,6417235,6421735,7234615,7236415,7346125,7362415,7364125,7364215,7461235,7612345			2	294852482af9	5906.up-56126e7237c3.txt~5906.up-bd458e7fc19e.txt
ab88abce72ba	7	1234567,1235467,1253467,1523467,2345617,2346157,2354617,2534617,3456127,3461257,3461527,3546127,4561237,4612357,4612537,4615237,5234617,5346127,5461237,5612347,6123457,6123547,6125347,6152347	1234765,1237465,1273465,1723465,2346175,2347615,2374615,2734615,3461275,3461725,3476125,3746125,4612375,4612735,4617235,4761235,6123475,6123745,6127345,6172345,7234615,7346125,7461235,7612345			2	4b19c3ccd5ca	5906.up-a235b0e09b6c.txt~5906.up-abe33e328763.txt
9a425576c7dd	7	1234765,1237654,1243765,1247365,1247635,1324765,1352674,1425763,1427563,1427653,1432567,1452763,1523674,1526734,1527364,1532674,1542763,1623574,1623754,1625374,1652374,2347615,2357164,2367154,2371654,2375164,2376514,2437615,2473615,2476135,2476315,2537164,2547631,2561437,2576143,2671354,2671534,2673154,2736154,2756143,2761453,2761543,2765143,3124765,3152674,3247615,3254761,3256147,3267154,3476125,3526714,3571624,3612475,3615274,3671524,3716254,3716524,3751624,3761245,3765124,4257613,4275613,4276153,4276513,4325617,4376125,4527613,4736125,4761235,4761325,4763125,4763251,5123764,5142763,5162374,5236714,5237164,5267134,5267314,5273614,5276143,5326714,5371624,5427613,5476321,5614273,5614327,5716234,5761423,6123475,6124375,6124735,6132475,6142573,6142753,6143257,6145273,6152734,6154273,6235714,6237514,6253714,6312475,6325471,6512374,6514273,6523714,6713524,6715234,6715324,6731524,7135264,7152364,7153264,7162354,7162534,7165234,7315264,7361245,7361524,7516234,7561423,7612345,7612435,7613245,7614253,7614523,7615423,7631245,7632541,7651234,7651423	1234567,1245763,1247563,1247653,1254763,1342765,1423765,1427365,1427635,1432765,1437652,1452673,1524673,1524763,1526743,1542673,1547362,1623475,1623745,1624375,1642375,2345617,2347165,2371645,2374165,2376145,2437165,2457613,2467153,2475613,2476153,2476513,2547613,2671453,2671543,2674153,2736145,2761345,2761435,2763145,2763451,3142765,3276145,3427615,3452761,3456127,3471625,3614275,3615472,3716245,3716425,3741625,3761425,3765142,4152673,4162375,4237165,4237615,4267153,4273615,4276135,4276315,4327615,4371625,4376512,4526713,4527631,4561237,4576123,4671523,4716235,4736152,4756123,4761253,4761523,4765123,5124763,5143762,5246713,5247613,5267143,5267413,5276341,5426713,5473612,5476123,5612347,5612473,5761243,6123457,6124573,6124753,6125473,6134275,6142375,6142735,6143275,6152473,6154732,6234715,6237415,6243715,6314275,6345271,6423715,6512473,6514372,6714523,6715243,6715423,6741523,7145263,7152463,7154263,7162345,7162435,7164235,7361425,7361542,7415263,7416235,7561243,7612453,7612543,7613425,7614235,7614325,7615243,7631425,7634521,7651243,7651432			2	589b385c9a9a,9d9e79832d5e	5906.up-0a065898a821.txt~5906.up-c3afee7ed153.txt
db92437171e9	7	1234567,1245763,1247563,1247653,1254763,1342765,1423765,1427365,1427635,1432765,1437652,1452673,1524673,1524763,1526743,1542673,1547362,1623475,1623745,1624375,1642375,2345617,2347165,2371645,2374165,2376145,2437165,2457613,2467153,2475613,2476153,2476513,2547613,2671453,2671543,2674153,2736145,2761345,2761435,2763145,2763451,3142765,3276145,3427615,3452761,3456127,3471625,3614275,3615472,3716245,3716425,3741625,3761425,3765142,4152673,4162375,4237165,4237615,4267153,4273615,4276135,4276315,4327615,4371625,4376512,4526713,4527631,4561237,4576123,4671523,4716235,4736152,4756123,4761253,4761523,4765123,5124763,5143762,5246713,5247613,5267143,5267413,5276341,5426713,5473612,5476123,5612347,5612473,5761243,6123457,6124573,6124753,6125473,6134275,6142375,6142735,6143275,6152473,6154732,6234715,6237415,6243715,6314275,6345271,6423715,6512473,6514372,6714523,6715243,6715423,6741523,7145263,7152463,7154263,7162345,7162435,7164235,7361425,7361542,7415263,7416235,7561243,7612453,7612543,7613425,7614235,7614325,7615243,7631425,7634521,7651243,7651432	1234765,1237654,1243765,1247365,1247635,1324765,1352674,1425763,1427563,1427653,1432567,1452763,1523674,1526734,1527364,1532674,1542763,1623574,1623754,1625374,1652374,2347615,2357164,2367154,2371654,2375164,2376514,2437615,2473615,2476135,2476315,2537164,2547631,2561437,2576143,2671354,2671534,2673154,2736154,2756143,2761453,2761543,2765143,3124765,3152674,3247615,3254761,3256147,3267154,3476125,3526714,3571624,3612475,3615274,3671524,3716254,3716524,3751624,3761245,3765124,4257613,4275613,4276153,4276513,4325617,4376125,4527613,4736125,4761235,4761325,4763125,4763251,5123764,5142763,5162374,5236714,5237164,5267134,5267314,5273614,5276143,5326714,5371624,5427613,5476321,5614273,5614327,5716234,5761423,6123475,6124375,6124735,6132475,6142573,6142753,6143257,6145273,6152734,6154273,6235714,6237514,6253714,6312475,6325471,6512374,6514273,6523714,6713524,6715234,6715324,6731524,7135264,7152364,7153264,7162354,7162534,7165234,7315264,7361245,7361524,7516234,7561423,7612345,7612435,7613245,7614253,7614523,7615423,7631245,7632541,7651234,7651423			2	589b385c9a9a,9d9e79832d5e	5906.up-0a065898a821.txt~5906.up-c3afee7ed153.txt
c957d4264558	7	1234765,1237654,1243765,1247365,1247635,1324765,1376542,1425763,1427563,1427653,1432567,1452763,1527364,1542763,1574362,1736542,1743562,1743652,1745362,1763542,1765342,2347615,2376514,2437615,2473615,2476135,2476315,2547631,2561437,2576143,2736154,2756143,2761453,2761543,2765143,3124765,3247615,3254761,3256147,3417652,3476125,3541762,3561742,3612475,3615274,3615742,3617452,3651742,3654172,3761245,3765124,3765412,4137652,4173652,4176352,4176532,4257613,4275613,4276153,4276513,4325617,4356172,4361572,4365172,4376125,4527613,4536172,4736125,4761235,4761325,4763125,4763251,5123764,5142763,5174362,5273614,5276143,5341762,5361742,5413762,5417362,5417632,5427613,5476321,5614273,5614327,5617432,5743612,5761423,6123475,6124375,6124735,6132475,6142573,6142753,6143257,6145273,6152734,6154273,6157432,6174352,6174532,6312475,6325471,6354172,6512374,6514273,6517432,6534172,6541372,6541732,7361245,7361524,7365412,7435612,7436152,7436512,7453612,7561423,7612345,7612435,7613245,7614253,7614523,7615423,7631245,7632541,7635412,7651234,7651423,7653412,7654132	1234567,1245763,1247563,1247653,1254763,1274365,1276543,1342765,1423765,1427365,1427635,1432765,1437652,1524763,1547362,1726543,1742365,1743265,1743625,1762543,1765243,2174365,2345617,2361745,2376145,2417653,2457613,2475613,2476153,2476513,2541763,2547613,2617435,2654173,2736145,2743615,2761345,2761435,2763145,2763451,2765413,3142765,3261745,3276145,3427615,3452761,3456127,3612745,3614275,3615472,3617425,3621745,3761425,3765142,4127653,4172653,4176253,4176523,4236175,4237615,4273615,4276135,4276315,4326175,4327615,4361275,4362175,4376512,4527631,4561237,4576123,4736152,4756123,4761253,4761523,4765123,5124763,5143762,5241763,5247613,5276341,5412763,5417263,5417623,5473612,5476123,5612347,5612473,5761243,6123457,6124573,6124753,6125473,6127435,6134275,6142375,6142735,6143275,6152473,6154732,6174235,6174325,6217435,6254173,6314275,6345271,6512473,6514372,6524173,6541273,6541723,7265413,7361425,7361542,7423615,7432615,7436125,7436215,7561243,7612453,7612543,7613425,7614235,7614325,7615243,7625413,7631425,7634521,7651243,7651432,7652413,7654123			2	b4b6a1e27f68	5906.up-0a065898a821.txt~5906.up-d1489855deef.txt
acfe7a414bb7	7	1234567,1245763,1247563,1247653,1254763,1274365,1276543,1342765,1423765,1427365,1427635,1432765,1437652,1524763,1547362,1726543,1742365,1743265,1743625,1762543,1765243,2174365,2345617,2361745,2376145,2417653,2457613,2475613,2476153,2476513,2541763,2547613,2617435,2654173,2736145,2743615,2761345,2761435,2763145,2763451,2765413,3142765,3261745,3276145,3427615,3452761,3456127,3612745,3614275,3615472,3617425,3621745,3761425,3765142,4127653,4172653,4176253,4176523,4236175,4237615,4273615,4276135,4276315,4326175,4327615,4361275,4362175,4376512,4527631,4561237,4576123,4736152,4756123,4761253,4761523,4765123,5124763,5143762,5241763,5247613,5276341,5412763,5417263,5417623,5473612,5476123,5612347,5612473,5761243,6123457,6124573,6124753,6125473,6127435,6134275,6142375,6142735,6143275,6152473,6154732,6174235,6174325,6217435,6254173,6314275,6345271,6512473,6514372,6524173,6541273,6541723,7265413,7361425,7361542,7423615,7432615,7436125,7436215,7561243,7612453,7612543,7613425,7614235,7614325,7615243,7625413,7631425,7634521,7651243,7651432,7652413,7654123	1234765,1237654,1243765,1247365,1247635,1324765,1376542,1425763,1427563,1427653,1432567,1452763,1527364,1542763,1574362,1736542,1743562,1743652,1745362,1763542,1765342,2347615,2376514,2437615,2473615,2476135,2476315,2547631,2561437,2576143,2736154,2756143,2761453,2761543,2765143,3124765,3247615,3254761,3256147,3417652,3476125,3541762,3561742,3612475,3615274,3615742,3617452,3651742,3654172,3761245,3765124,3765412,4137652,4173652,4176352,4176532,4257613,4275613,4276153,4276513,4325617,4356172,4361572,4365172,4376125,4527613,4536172,4736125,4761235,4761325,4763125,4763251,5123764,5142763,5174362,5273614,5276143,5341762,5361742,5413762,5417362,5417632,5427613,5476321,5614273,5614327,5617432,5743612,5761423,6123475,6124375,6124735,6132475,6142573,6142753,6143257,6145273,6152734,6154273,6157432,6174352,6174532,6312475,6325471,6354172,6512374,6514273,6517432,6534172,6541372,6541732,7361245,7361524,7365412,7435612,7436152,7436512,7453612,7561423,7612345,7612435,7613245,7614253,7614523,7615423,7631245,7632541,7635412,7651234,7651423,7653412,7654132			2	b4b6a1e27f68	5906.up-0a065898a821.txt~5906.up-d1489855deef.txt
